기준연도,격자코드,통계항목,통계값
2023,21090720,to_em_020,7411
2023,21090730,to_em_020,11648
2023,21090740,to_em_020,34332
2023,21090750,to_em_020,7633
2023,21100510,to_em_020,4137
2023,21100520,to_em_020,2118
2023,21100530,to_em_020,3445
2023,21100540,to_em_020,2442
2023,21100550,to_em_020,7197
2023,21100560,to_em_020,6664
2023,21100570,to_em_020,11006
2023,21100580,to_em_020,11583
2023,21100590,to_em_020,10058
2023,21100600,to_em_020,10144
2023,21100610,to_em_020,9495
2023,21100620,to_em_020,12608
2023,21100630,to_em_020,4300
2023,21100640,to_em_020,7751
2023,21100650,to_em_020,5868
2023,21100660,to_em_020,832
2023,21110510,to_em_020,889
2023,21110520,to_em_020,2475
2023,21110570,to_em_020,1911
2023,21110580,to_em_020,4866
2023,21110590,to_em_020,7803
2023,21110600,to_em_020,1762
2023,21110610,to_em_020,4135
2023,21110640,to_em_020,2953
2023,21110670,to_em_020,5154
2023,21110680,to_em_020,13301
2023,21110690,to_em_020,9559
2023,21110700,to_em_020,7310
2023,21110710,to_em_020,475
2023,21110720,to_em_020,3421
2023,21110730,to_em_020,13930
2023,21110740,to_em_020,13010
2023,21120510,to_em_020,16970
2023,21120520,to_em_020,22757
2023,21120530,to_em_020,5366
2023,21120550,to_em_020,3482
2023,21120560,to_em_020,74962
2023,21120580,to_em_020,4843
2023,21120590,to_em_020,15764
2023,21120600,to_em_020,5971
2023,21130510,to_em_020,19928
2023,21130520,to_em_020,6360
2023,21130530,to_em_020,5103
2023,21130540,to_em_020,1435
2023,21130550,to_em_020,4986
2023,21130560,to_em_020,7782
2023,21130570,to_em_020,1414
2023,21130580,to_em_020,8205
2023,21130590,to_em_020,20816
2023,21130600,to_em_020,3519
2023,21130620,to_em_020,3864
2023,21130630,to_em_020,11050
2023,21140510,to_em_020,11233
2023,21140520,to_em_020,5210
2023,21140530,to_em_020,5647
2023,21140540,to_em_020,5751
2023,21140550,to_em_020,3873
2023,21140560,to_em_020,6308
2023,21140570,to_em_020,6845
2023,21140580,to_em_020,6838
2023,21140590,to_em_020,3702
2023,21140600,to_em_020,9184
2023,21150510,to_em_020,10353
2023,21150520,to_em_020,12334
2023,21150540,to_em_020,1193
2023,21150550,to_em_020,1873
2023,21150560,to_em_020,8386
2023,21150570,to_em_020,17192
2023,21150600,to_em_020,3448
2023,21150610,to_em_020,7822
2023,21150620,to_em_020,3793
2023,21150630,to_em_020,17435
2023,21150640,to_em_020,8533
2023,21150650,to_em_020,25608
2023,21510110,to_em_020,24874
2023,21510111,to_em_020,10717
2023,21510120,to_em_020,17595
2023,21510130,to_em_020,26833
2023,21510330,to_em_020,3665
2023,22010540,to_em_020,12375
2023,22010560,to_em_020,16586
2023,22010590,to_em_020,18630
2023,22010610,to_em_020,4013
2023,22010620,to_em_020,5964
2023,22010640,to_em_020,3581
2023,22010650,to_em_020,4658
2023,22010660,to_em_020,1657
2023,22010670,to_em_020,3835
2023,22010680,to_em_020,5732
2023,22010690,to_em_020,1641
2023,22010700,to_em_020,11558
2023,22020510,to_em_020,2186
2023,22020520,to_em_020,2427
2023,22020530,to_em_020,1966
2023,22020540,to_em_020,4938
2023,22020550,to_em_020,3151
2023,22020560,to_em_020,2635
2023,22020580,to_em_020,11048
2023,22020590,to_em_020,11709
2023,22020600,to_em_020,4176
2023,22020610,to_em_020,4871
2023,22020620,to_em_020,1088
2023,22020630,to_em_020,7815
2023,22020650,to_em_020,3220
2023,22020660,to_em_020,4896
2023,22020680,to_em_020,3322
2023,22020690,to_em_020,5219
2023,22020710,to_em_020,4826
2023,22020730,to_em_020,8458
2023,22020740,to_em_020,8001
2023,22020760,to_em_020,5095
2023,22020770,to_em_020,8240
2023,22020780,to_em_020,12163
2023,22030510,to_em_020,4485
2023,22030520,to_em_020,2522
2023,22030530,to_em_020,4592
2023,22030540,to_em_020,887
2023,22030550,to_em_020,2805
2023,22030560,to_em_020,2243
2023,22030570,to_em_020,1214
2023,22030580,to_em_020,1056
